allInPings,assistMePings,assists,baronKills,basicPings,bountyLevel,12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,completeSupportQuestInTime,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,dodgeSkillShotsSmallWindow,doubleAces,dragonTakedowns,earlyLaningPhaseGoldExpAdvantage,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,epicMonsterStolenWithoutSmite,firstTurretKilled,firstTurretKilledTime,flawlessAces,fullTeamTakedown,gameLength,getTakedownsInAllLanesEarlyJungleAsLaner,goldPerMinute,hadOpenNexus,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kTurretsDestroyedBeforePlatesFall,kda,killAfterHiddenWithAlly,killParticipation,killedChampTookFullTeamDamageSurvived,killingSprees,killsNearEnemyTurret,killsOnOtherLanesEarlyJungleAsLaner,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laneMinionsFirst10Minutes,laningPhaseGoldExpAdvantage,legendaryCount,legendaryItemUsed,lostAnInhibitor,maxCsAdvantageOnLaneOpponent,maxKillDeficit,maxLevelLeadLaneOpponent,mejaisFullStackInTime,moreEnemyJungleThanOpponent,multiKillOneSpell,multiTurretRiftHeraldCount,multikills,multikillsAfterAggressiveFlash,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,pickKillWithAlly,playedChampSelectPosition,poroExplosions,quickCleanse,quickFirstTurret,quickSoloKills,riftHeraldTakedowns,saveAllyFromDeath,scuttleCrabKills,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,soloTurretsLategame,stealthWardsPlaced,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirstXMinutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,tookLargeDamageSurvived,turretPlatesTaken,turretTakedowns,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,twoWardsOneSweeperCount,unseenRecalls,visionScoreAdvantageLaneOpponent,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,champExperience,champLevel,championId,championName,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,eligibleForProgression,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,participantId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,quadraKills,sightWardsBoughtInGame,role,spell1Casts
1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,13651,15,233,Briar,0,4,1,3187,5038,3187,28255,0,7,0,0,0,True,3,5,False,False,False,False,False,True,0,9987,10010,0,TOP,0,0,2,3047,1054,6692,6610,2021,3077,3363,21,0,1,TOP,232,0,1,320,13967,2530,10124,0,7,0,0,0,0,0,2,1,0,118213,10025,23168,0,0,0,SOLO,36
0,6,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,11117,13,121,Khazix,0,1,3,0,14383,0,15530,0,8,2,0,0,True,3,0,False,False,False,False,False,True,6,11705,11487,0,JUNGLE,0,0,2,3142,6701,3158,3814,2020,2015,3364,20,1,6,JUNGLE,0,2,1,413,789,789,10873,0,130,0,0,0,0,0,8,2,0,124432,13453,19782,0,0,0,NONE,152
1,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,12937,14,61,Orianna,0,0,6,1916,2108,1916,14942,0,10,3,0,0,True,0,1,False,False,False,False,False,True,0,9716,8775,0,MIDDLE,0,0,2,1056,3145,3020,6655,3040,0,3363,24,0,2,MIDDLE,0,0,1,286,125967,16383,12708,0,0,0,0,0,0,0,1,3,0,12576,959,10562,0,0,0,SOLO,143
0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,10902,13,51,Caitlyn,0,0,3,5004,6721,5004,8955,0,9,1,0,0,True,0,2,False,False,False,False,False,True,0,10729,10250,0,BOTTOM,0,0,2,1055,3031,3087,1018,3006,3035,3363,19,0,3,BOTTOM,1217,0,1,346,18641,1189,10122,0,1,0,0,0,0,0,1,4,0,118531,13490,9345,0,0,0,CARRY,50
0,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,8466,11,117,Lulu,0,0,5,104,370,104,11219,0,1,3,0,0,True,0,2,False,False,False,False,False,True,7,6455,6025,0,UTILITY,0,0,2,3158,2065,0,3869,3190,0,3364,21,0,0,BOTTOM,0,0,0,1309,8923,2627,4165,0,0,0,0,0,0,0,0,5,0,3410,218,6571,0,0,0,SUPPORT,51
0,4,5,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,13927,15,133,Quinn,0,3,1,1937,15098,1937,15604,0,3,0,1,1,True,4,0,False,False,False,False,False,True,0,12070,11500,0,TOP,0,1,0,3142,3095,3006,6676,1055,3134,3340,17,2,8,TOP,687,5,2,621,4118,1755,5070,1,6,0,0,0,0,0,8,6,0,124560,22415,16750,0,0,0,SOLO,57
0,6,8,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,14488,15,76,Nidalee,0,0,1,7239,47092,7239,16802,0,1,1,0,3,True,1,15,False,True,False,False,False,True,15,13562,12725,0,JUNGLE,2,2,0,4645,3100,3089,3020,1082,1026,3364,16,2,14,JUNGLE,0,12,1,1348,166013,19921,5976,2,135,0,0,0,0,0,118,7,0,17816,1423,22856,2,0,0,NONE,258
2,0,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,15270,16,103,Ahri,0,0,2,4138,6686,4138,12256,0,7,0,0,0,True,10,2,False,False,False,False,False,True,1,11257,11200,0,MIDDLE,0,0,0,3118,6655,4645,1052,1052,3020,3363,21,1,3,MIDDLE,0,2,1,526,95778,14553,10337,0,0,0,0,0,0,0,24,8,0,12690,2080,15621,1,0,0,SOLO,103
0,0,10,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,10988,13,901,Smolder,0,7,4,6565,26034,6565,11214,0,1,1,1,0,True,7,1,True,False,False,True,False,True,0,12770,11225,0,BOTTOM,0,1,0,3094,3508,1033,3158,1036,6675,3363,25,2,9,BOTTOM,429,6,2,1133,14828,4604,5216,0,7,0,0,0,0,0,9,9,0,135160,18444,9854,1,0,0,CARRY,175
0,0,19,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,10878,13,350,Yuumi,0,1,5,1378,2744,1378,924,0,0,3,0,0,True,8,2,True,False,True,False,False,True,0,8901,7925,0,UTILITY,0,2,0,6617,6616,3870,1052,0,3222,3364,22,0,1,BOTTOM,14,0,1,0,9264,4587,990,0,4,0,0,0,0,0,10,10,0,1766,82,1404,0,0,0,SUPPORT,80
0,2,4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,15201,16,86,Garen,0,5,1,8600,18282,8600,31980,0,3,0,0,0,True,2,0,False,False,False,False,False,False,2,12603,11633,0,TOP,1,1,0,3033,3006,3078,3046,1057,0,3340,20,2,7,TOP,437,3,1,869,0,0,4420,0,0,0,0,1,0,0,13,1,0,148863,19677,22169,0,0,0,CARRY,86
0,2,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,12784,14,5,XinZhao,0,0,8,3230,19526,3230,22716,0,5,5,0,0,True,15,0,False,False,False,False,False,False,1,10469,9750,0,JUNGLE,1,1,0,3748,2055,6610,3111,1057,1043,3364,26,0,2,JUNGLE,246,0,1,705,9488,1501,12888,0,126,0,0,1,0,0,75,2,0,117911,15530,24846,0,0,0,NONE,69
0,2,8,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,14422,15,8,Vladimir,0,14,3,6042,19787,6042,20058,0,2,1,0,2,True,16,0,False,False,False,True,False,False,2,12391,12375,0,MIDDLE,0,2,0,3082,4633,6653,2504,3024,3158,3340,21,1,4,MIDDLE,0,4,1,1438,125794,28352,14092,0,20,0,0,0,0,0,9,3,0,12630,1533,11011,0,0,0,SOLO,303
0,15,12,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,16406,16,901,Smolder,0,4,3,4774,8601,4774,9531,0,5,2,0,0,True,18,10,False,True,False,False,False,False,3,15018,10250,0,BOTTOM,0,0,0,6675,3508,3156,3158,1055,0,3363,20,1,11,BOTTOM,505,8,1,799,16057,5899,7572,0,4,1,0,1,0,0,13,4,0,178690,30236,11730,11,0,0,SOLO,169
0,7,6,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,10345,13,555,Pyke,0,1,8,1429,6480,1429,9687,0,8,4,2,0,True,6,2,True,False,False,False,False,False,0,10595,9287,0,UTILITY,0,0,0,3877,3142,6697,2020,3158,1036,3364,25,2,10,TOP,0,4,2,519,0,0,12622,0,0,0,0,1,0,0,0,5,0,20997,10060,10291,0,0,0,SUPPORT,57
0,10,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,13025,15,420,Illaoi,0,2,1,3173,3173,3173,38265,0,11,0,0,0,True,13,0,False,False,False,False,False,False,2,9208,8800,0,TOP,0,0,2,1054,6610,3047,6662,3133,1028,3340,16,0,1,TOP,196,0,1,410,1963,1291,8554,0,0,0,1,0,0,0,6,6,0,140729,23237,29786,0,0,0,SOLO,63
1,7,6,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,13407,15,76,Nidalee,0,0,1,0,20024,0,16380,0,5,1,1,0,True,17,10,False,False,False,False,False,False,22,12723,12225,0,JUNGLE,0,0,2,4645,3100,3020,1082,3135,1058,3364,15,2,9,JUNGLE,0,3,2,874,143700,19740,9125,0,135,0,1,0,0,0,84,7,0,19807,1554,21205,0,0,0,NONE,220
0,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,14563,15,38,Kassadin,0,3,1,266,672,266,20950,0,1,1,0,0,True,0,0,False,False,False,False,False,False,0,12481,11025,0,MIDDLE,0,0,2,3118,3040,3157,3020,1082,3916,3364,16,1,6,MIDDLE,0,6,1,1506,113553,21536,10261,0,0,0,1,0,0,0,3,8,0,16445,1647,13978,0,0,0,SOLO,56
0,1,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,10608,13,119,Draven,0,0,5,510,510,510,12668,0,9,0,0,0,True,5,0,False,False,False,False,False,False,0,10371,9850,0,BOTTOM,0,0,2,6676,3508,3006,3035,1018,0,3340,22,2,4,BOTTOM,644,2,1,429,0,0,5754,0,4,0,1,0,0,0,0,9,0,106961,17901,19382,0,0,0,CARRY,63
0,3,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,8126,11,432,Bard,0,4,8,538,3362,538,25571,0,8,4,0,0,True,11,0,False,False,False,False,False,False,2,7604,7300,0,UTILITY,0,0,2,3877,3009,2031,3110,2504,2055,3364,23,1,3,BOTTOM,0,2,1,577,15307,5420,5929,0,0,0,1,0,0,0,4,10,0,9849,3205,17224,0,0,0,SUPPORT,52
0,0,4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,17028,17,39,Irelia,0,5,1,7179,14149,7179,29202,0,7,0,1,0,True,3,0,False,False,False,False,False,False,0,13992,11900,0,TOP,0,0,1,6610,3123,3153,3111,3091,1028,3340,20,1,6,TOP,242,3,2,543,42884,6602,7180,0,0,0,1,0,0,0,2,1,0,172489,14640,23744,0,0,0,DUO,273
0,15,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,14221,15,64,LeeSin,0,2,3,0,36879,0,42610,0,10,2,1,0,True,1,104,False,False,False,False,False,False,0,12973,11775,0,JUNGLE,0,0,1,6610,6692,3111,2055,3071,2019,3340,23,1,5,JUNGLE,361,3,2,450,48682,2905,21550,0,176,0,1,0,0,0,10,2,0,138326,18819,27546,2,0,0,NONE,227
0,1,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,14887,16,38,Kassadin,0,3,7,2193,3461,2193,17707,0,4,6,0,0,True,7,3,False,False,False,True,False,False,9,11063,11050,0,MIDDLE,0,0,1,3040,3118,1052,3020,1052,6657,3363,27,1,5,TOP,0,4,1,1308,87193,15752,10547,0,4,0,1,0,0,0,4,3,0,22048,951,16503,0,0,0,DUO,49
0,8,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,12902,14,81,Ezreal,0,14,3,3003,3705,3003,7417,0,6,2,1,0,True,23,1,False,False,False,False,False,False,10,12074,11900,0,BOTTOM,0,0,1,1055,3042,3161,3035,3508,3158,3363,23,1,4,BOTTOM,565,2,2,638,30726,6582,10057,0,0,0,1,0,0,0,10,4,0,115839,16868,12216,2,0,0,SOLO,275
1,0,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,10304,13,235,Senna,0,0,10,215,3421,215,5197,0,7,7,0,1,True,7,0,False,False,False,False,False,False,0,7920,7400,0,UTILITY,0,0,1,3877,3179,3009,6609,2055,0,3364,26,0,1,JUNGLE,308,0,1,409,0,0,9539,0,6,0,1,0,0,0,4,5,0,28294,8080,5949,0,0,0,NONE,53
0,11,10,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,14946,16,266,Aatrox,0,35,4,5026,20149,5026,39747,0,6,2,0,0,True,26,4,False,False,False,False,False,False,6,13028,11875,0,TOP,0,1,0,6333,3156,6692,3133,1055,3047,3363,25,1,6,TOP,0,4,1,719,11181,3695,6762,0,12,0,0,1,0,0,15,6,0,152232,22233,23770,0,0,0,SOLO,234
1,6,15,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,17131,17,76,Nidalee,0,6,1,5462,33268,5462,20099,0,4,1,1,3,True,10,13,False,False,False,False,False,False,22,15562,14225,0,JUNGLE,0,1,0,4645,3100,3020,3135,3089,0,3364,16,2,12,JUNGLE,0,7,2,742,189680,28755,8936,0,168,1,0,1,0,0,106,7,0,25416,2555,25197,4,0,0,NONE,261
2,3,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,15690,16,103,Ahri,0,3,2,3569,5055,3569,12587,0,4,1,0,0,True,4,0,False,False,False,False,False,False,19,11806,11075,0,MIDDLE,1,1,0,1056,3020,3118,4646,3102,1052,3364,17,1,3,MIDDLE,0,2,1,767,89421,15263,6194,1,0,0,0,1,0,0,30,8,0,14433,2020,16183,2,0,0,SOLO,99
1,5,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,14423,15,202,Jhin,0,8,5,10368,29696,10368,11890,0,4,3,3,1,True,4,10,False,True,False,False,False,False,3,13924,12675,0,BOTTOM,0,1,0,3142,3009,6676,3094,1038,1037,3363,18,2,11,BOTTOM,1262,9,3,668,15516,1607,9111,0,4,0,0,1,0,0,4,9,0,177890,24581,13970,0,0,0,CARRY,87
0,0,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,12753,14,432,Bard,0,25,4,2314,6137,2314,24797,0,3,2,0,0,True,7,0,True,False,False,False,False,False,0,9727,9350,0,UTILITY,0,1,0,3009,3877,3002,2504,3110,0,3364,22,0,2,BOTTOM,0,0,1,760,14518,7382,5076,0,0,0,0,1,0,0,5,10,0,11515,6273,15346,0,0,0,SUPPORT,57
0,2,15,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,19108,18,79,Gragas,0,9,4,7877,15845,7877,30890,0,1,1,0,0,True,3,2,False,False,False,False,False,False,0,11530,10150,0,TOP,0,1,0,6657,3057,3113,3145,4629,3158,3363,23,1,4,TOP,0,4,1,1186,124229,19722,18720,0,2,1,0,1,0,0,18,1,0,24233,2376,17872,0,0,0,DUO,371
3,3,15,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,17593,17,163,Taliyah,0,11,2,6107,39727,6107,10854,0,4,1,1,3,True,2,0,True,False,False,False,False,False,1,13725,13175,0,JUNGLE,0,2,0,6655,3020,3089,4645,4632,0,3364,21,2,8,JUNGLE,0,5,2,641,234083,25833,11628,0,166,0,0,0,0,0,11,2,0,20063,1442,13000,0,0,0,NONE,243
0,8,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,17494,17,246,Qiyana,0,18,1,7234,10105,7234,16899,0,8,1,1,0,True,3,2,False,True,False,False,False,False,1,15859,14725,0,MIDDLE,0,0,0,6698,6696,3158,6694,3155,3814,3364,20,4,13,TOP,0,5,2,717,13860,2292,17366,0,8,0,0,0,0,0,3,3,0,183816,30596,9625,0,0,0,DUO,120
0,3,3,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,13124,15,67,Vayne,0,5,1,6584,32252,6584,11985,0,4,0,1,1,True,2,0,False,False,False,False,False,False,0,13036,11600,0,BOTTOM,0,2,0,1033,3153,3124,3006,3091,1028,3363,22,2,6,BOTTOM,0,2,2,1101,17393,2354,9233,1,5,0,0,0,0,0,3,4,0,127868,17670,9813,0,0,0,CARRY,139
2,14,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,13337,15,40,Janna,0,23,9,3869,4583,3869,4523,0,2,6,0,0,True,5,0,False,False,False,False,False,False,9,9392,7925,0,UTILITY,2,2,0,3009,6617,3870,2055,3041,3504,3364,23,0,1,BOTTOM,0,0,1,1044,13575,5674,6149,0,0,0,0,0,0,0,6,5,0,4269,499,3750,0,0,0,SUPPORT,60
0,9,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,14191,15,24,Jax,0,3,5,8622,9732,8622,19093,0,8,3,0,0,True,8,2,False,False,False,False,False,False,1,10445,9708,0,TOP,0,0,2,3748,3133,3078,0,0,3111,3340,26,0,2,TOP,0,0,1,881,40360,7099,16827,2,4,0,1,0,0,0,5,6,0,109143,10640,13065,1,0,0,SOLO,62
0,6,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,14444,15,76,Nidalee,0,0,1,0,24282,0,14706,0,3,1,0,1,True,4,24,False,False,False,False,False,False,15,12396,11575,0,JUNGLE,0,0,2,4645,3100,3020,3089,1082,0,3364,15,2,8,JUNGLE,0,5,1,1100,170105,18125,10924,0,159,0,1,0,0,0,115,7,0,18893,1249,23313,4,0,0,NONE,280
0,1,4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,14788,16,268,Azir,0,1,5,4016,9729,4016,13059,0,11,0,0,0,True,18,2,False,False,False,True,False,False,0,13180,12400,0,MIDDLE,0,0,2,4645,2420,3020,3115,4628,2031,3340,24,1,6,MIDDLE,0,2,1,299,165617,23769,12790,0,4,0,1,0,0,0,4,8,0,4101,607,17254,0,0,0,SOLO,54
0,2,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,11093,13,145,Kaisa,0,1,4,302,2052,302,8417,0,7,2,0,0,True,0,0,False,False,False,False,False,False,0,10667,10450,0,BOTTOM,0,0,2,3137,3042,3020,1055,0,6655,3363,26,0,1,BOTTOM,0,0,1,720,21512,8379,9226,0,4,0,1,0,0,0,1,9,0,117782,9787,12381,0,0,0,CARRY,82
0,1,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,9905,12,53,Blitzcrank,0,3,8,0,623,0,14997,0,3,6,0,0,True,0,9,False,False,False,False,False,False,2,8158,6550,0,UTILITY,0,0,2,0,3002,0,3876,3190,3009,3364,18,0,2,BOTTOM,0,0,1,1094,7058,3805,10269,0,6,0,1,0,0,0,0,10,0,5885,1928,13175,0,0,0,SUPPORT,29
