allInPings,assistMePings,assists,baronKills,basicPings,bountyLevel,12AssistStreakCount,abilityUses,acesBefore15Minutes,alliedJungleMonsterKills,baronTakedowns,blastConeOppositeOpponentCount,bountyGold,buffsStolen,completeSupportQuestInTime,controlWardsPlaced,damagePerMinute,damageTakenOnTeamPercentage,dancedWithRiftHerald,deathsByEnemyChamps,dodgeSkillShotsSmallWindow,doubleAces,dragonTakedowns,earlyLaningPhaseGoldExpAdvantage,effectiveHealAndShielding,elderDragonKillsWithOpposingSoul,elderDragonMultikills,enemyChampionImmobilizations,enemyJungleMonsterKills,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,epicMonsterStolenWithoutSmite,firstTurretKilled,firstTurretKilledTime,flawlessAces,fullTeamTakedown,gameLength,getTakedownsInAllLanesEarlyJungleAsLaner,goldPerMinute,hadOpenNexus,immobilizeAndKillWithAlly,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,kTurretsDestroyedBeforePlatesFall,kda,killAfterHiddenWithAlly,killParticipation,killedChampTookFullTeamDamageSurvived,killingSprees,killsNearEnemyTurret,killsOnOtherLanesEarlyJungleAsLaner,killsOnRecentlyHealedByAramPack,killsUnderOwnTurret,killsWithHelpFromEpicMonster,knockEnemyIntoTeamAndKill,landSkillShotsEarlyGame,laneMinionsFirst10Minutes,laningPhaseGoldExpAdvantage,legendaryCount,legendaryItemUsed,lostAnInhibitor,maxCsAdvantageOnLaneOpponent,maxKillDeficit,maxLevelLeadLaneOpponent,mejaisFullStackInTime,moreEnemyJungleThanOpponent,multiKillOneSpell,multiTurretRiftHeraldCount,multikills,multikillsAfterAggressiveFlash,outerTurretExecutesBefore10Minutes,outnumberedKills,outnumberedNexusKill,perfectDragonSoulsTaken,perfectGame,pickKillWithAlly,playedChampSelectPosition,poroExplosions,quickCleanse,quickFirstTurret,quickSoloKills,riftHeraldTakedowns,saveAllyFromDeath,scuttleCrabKills,skillshotsDodged,skillshotsHit,snowballsHit,soloBaronKills,soloKills,soloTurretsLategame,stealthWardsPlaced,survivedSingleDigitHpCount,survivedThreeImmobilizesInFight,takedownOnFirstTurret,takedowns,takedownsAfterGainingLevelAdvantage,takedownsBeforeJungleMinionSpawn,takedownsFirstXMinutes,takedownsInAlcove,takedownsInEnemyFountain,teamBaronKills,teamDamagePercentage,teamElderDragonKills,teamRiftHeraldKills,tookLargeDamageSurvived,turretPlatesTaken,turretTakedowns,turretsTakenWithRiftHerald,twentyMinionsIn3SecondsCount,twoWardsOneSweeperCount,unseenRecalls,visionScoreAdvantageLaneOpponent,visionScorePerMinute,wardTakedowns,wardTakedownsBefore20M,wardsGuarded,champExperience,champLevel,championId,championName,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,eligibleForProgression,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,participantId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,pushPings,quadraKills,sightWardsBoughtInGame,role,spell1Casts
0,2,6,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,18001,17,114,Fiora,0,3,1,12635,14223,12635,52353,0,9,0,0,0,True,4,2,False,False,False,False,False,False,0,16157,14133,0,TOP,1,1,0,3074,3047,6609,1055,3078,6610,3363,22,1,8,TOP,783,5,1,341,4534,3434,15742,0,16,0,0,1,0,0,2,1,0,171238,22608,34918,0,0,0,SOLO,227
5,5,7,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,18779,18,76,Nidalee,0,1,0,1917,43219,1917,24003,0,5,0,3,1,True,9,25,False,False,False,False,False,False,32,17181,13900,0,JUNGLE,0,1,0,4645,2420,3020,3100,3916,3089,3340,13,4,15,JUNGLE,0,7,3,788,226308,33303,11825,0,164,0,0,1,0,0,95,2,0,19548,1523,25905,0,0,0,NONE,286
2,21,17,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,18740,18,163,Taliyah,0,12,4,5657,15701,5657,19196,0,5,2,0,0,True,4,6,False,True,False,True,False,False,4,14572,13200,0,MIDDLE,0,1,0,3158,3040,4629,3102,1058,1058,3363,25,2,5,MIDDLE,0,2,1,802,183824,32159,10435,2,14,1,0,1,0,0,26,3,0,12653,1715,16414,1,0,0,SOLO,263
0,0,8,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,12772,14,429,Kalista,0,5,2,4550,13639,4550,22756,0,11,0,1,0,True,2,1,False,False,False,False,False,False,0,11874,11525,0,BOTTOM,1,1,0,1055,3153,3006,3302,3085,1037,3363,20,1,3,BOTTOM,390,2,2,364,10849,2083,9387,0,9,0,0,0,0,0,6,4,0,127667,21754,26659,0,0,0,CARRY,77
0,0,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,13985,15,16,Soraka,0,7,8,983,3879,983,13629,0,8,4,0,0,True,1,1,False,False,False,False,False,False,0,9641,8950,0,UTILITY,1,1,0,3870,6617,3009,4005,6657,2055,3364,24,0,3,BOTTOM,0,0,1,515,16687,6359,9901,0,0,0,0,1,0,0,0,5,0,5615,1249,14058,0,0,0,SUPPORT,96
0,0,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,17262,17,266,Aatrox,0,4,3,4120,20129,4120,41924,0,8,0,0,0,True,0,0,False,False,False,False,False,False,0,12327,11050,0,TOP,0,0,3,6610,6694,3161,3047,1055,0,3364,21,2,7,TOP,583,2,1,491,14183,4766,23623,0,0,0,1,0,0,0,0,6,0,165652,26393,28842,0,0,0,SOLO,252
0,4,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,16151,16,56,Nocturne,0,0,1,124,38932,124,33916,0,8,0,1,3,True,0,0,False,False,False,False,False,False,9,15105,14100,0,JUNGLE,0,0,3,6692,3073,3111,3071,3814,1053,3364,25,4,14,JUNGLE,0,5,2,444,3179,2132,13015,1,131,0,1,0,0,0,4,7,0,177570,24787,24337,0,0,0,NONE,118
0,3,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,16285,16,61,Orianna,0,15,3,1113,2427,1113,21222,0,6,1,1,0,True,5,0,False,False,False,False,False,False,0,14380,14325,0,MIDDLE,0,0,3,6655,3157,3089,3040,0,3020,3363,19,2,10,MIDDLE,0,4,2,749,182214,33387,19532,0,4,0,1,0,0,0,12,8,0,13613,1520,6947,0,0,0,SOLO,192
0,4,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,12281,14,22,Ashe,0,4,2,445,445,445,13369,0,8,0,0,0,True,1,0,False,False,False,False,False,False,0,11381,10350,0,BOTTOM,0,0,3,6672,3153,1043,3123,3006,1057,3340,17,1,6,BOTTOM,244,2,1,701,7763,3183,11561,0,0,0,1,0,0,0,10,9,0,114345,27663,9831,0,0,0,CARRY,30
2,22,18,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,12547,14,40,Janna,0,24,13,1073,1369,1073,9112,0,4,10,0,0,True,3,0,False,False,False,False,False,False,4,7840,7575,0,UTILITY,0,0,3,3009,6617,3870,2055,3504,3113,3364,27,0,0,BOTTOM,0,0,0,926,15595,5733,12045,0,0,0,1,0,0,0,17,10,0,3420,232,8177,0,0,0,SUPPORT,68
0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,9677,12,777,Yone,0,1,1,0,203,0,13545,0,6,0,0,0,True,3,0,False,False,False,False,False,False,0,7019,6100,0,TOP,0,0,2,1054,3006,3153,6670,0,0,3340,14,0,0,JUNGLE,0,0,0,410,14448,1886,4815,0,0,0,1,0,0,0,2,1,0,84663,8511,13355,0,0,0,NONE,203
0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,10558,13,102,Shyvana,0,2,6,0,18324,0,15572,0,5,3,0,2,True,0,0,False,False,False,False,False,False,0,8978,7825,0,JUNGLE,0,0,2,4646,3115,3020,0,0,0,3364,19,2,4,JUNGLE,0,2,1,460,90850,10993,11166,0,114,0,1,0,0,0,0,2,0,32035,1521,14316,0,0,0,NONE,80
0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,11912,14,268,Azir,0,0,3,221,221,221,9429,0,3,0,0,0,True,5,2,False,False,False,False,False,False,2,8225,8250,0,MIDDLE,0,0,2,1056,6653,3020,8020,0,0,3340,13,0,1,MIDDLE,0,0,1,595,92378,7276,12464,0,0,0,1,0,0,0,0,3,0,5069,107,4972,0,0,0,SOLO,34
0,1,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,8690,12,81,Ezreal,0,6,1,4926,4926,4926,4159,0,5,0,1,0,True,3,0,False,False,False,False,False,False,2,9125,8990,0,BOTTOM,0,0,2,3508,2031,3042,3133,3158,1018,3363,20,1,4,BOTTOM,465,3,2,575,11478,4802,6651,0,0,0,1,0,0,0,2,4,0,74766,9415,8455,0,0,0,CARRY,155
0,1,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,7527,11,161,Velkoz,0,1,5,800,800,800,4190,0,7,2,0,0,True,1,0,False,False,False,False,False,False,0,6760,6625,0,UTILITY,0,0,2,6655,3871,4628,1001,0,0,3364,17,0,2,BOTTOM,0,0,1,390,31457,12071,11215,0,0,0,1,0,0,0,2,5,0,3004,300,5673,0,0,0,SUPPORT,116
0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,13440,15,58,Renekton,0,1,1,14056,25647,14056,23158,0,2,0,0,0,True,3,0,False,True,False,True,False,False,0,13064,12350,0,TOP,1,2,0,6610,6692,3077,3053,3111,1028,3340,23,1,7,MIDDLE,318,6,1,1069,5547,1049,8005,0,8,0,0,1,0,0,4,6,0,174675,12456,17306,0,0,0,DUO,66
0,3,6,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,10498,13,21,MissFortune,0,4,2,7645,14230,7645,6932,0,2,0,0,0,True,1,4,False,False,False,False,False,False,0,10474,9225,0,BOTTOM,0,1,0,6676,3142,1055,6701,2422,0,3340,15,2,5,BOTTOM,743,2,1,484,1844,826,8884,0,12,0,0,1,0,0,10,7,0,106329,14666,7612,0,0,0,CARRY,78
0,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,13013,14,63,Brand,0,0,3,6747,18381,6747,5723,0,3,1,1,1,True,1,3,False,False,False,False,False,False,2,10244,9225,0,MIDDLE,0,0,0,1056,6653,3020,3116,4630,1026,3340,16,2,5,MIDDLE,0,3,2,775,109623,19816,8954,0,8,0,0,0,0,0,0,8,0,12111,442,3868,0,0,0,DUO,54
2,7,3,1,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,11939,14,76,Nidalee,0,0,0,2928,29025,2928,10912,0,0,0,2,0,True,2,17,False,False,False,False,False,False,25,11292,10400,0,JUNGLE,1,1,0,4645,3100,3020,1058,1082,1058,3340,13,1,9,JUNGLE,0,9,2,0,138221,11790,7729,0,148,0,0,1,0,0,55,9,0,18859,1314,13544,1,0,0,NONE,220
0,2,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,8210,11,143,Zyra,0,0,4,2703,8590,2703,3929,0,4,2,0,0,True,3,3,False,False,False,False,False,False,1,7576,6900,0,UTILITY,0,1,0,1052,1026,1011,3871,3020,6653,3364,18,0,0,BOTTOM,0,0,0,460,35843,11603,8161,0,0,1,0,1,0,0,4,10,0,3481,525,3942,0,0,0,SUPPORT,57
0,0,7,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,16565,17,92,Riven,0,1,1,5233,5233,5233,29513,0,3,0,0,0,True,7,2,False,True,False,False,False,False,1,11925,11310,0,TOP,0,0,0,3161,6692,3047,6610,1036,0,3340,23,2,5,TOP,314,2,1,653,0,0,4950,0,0,0,0,1,0,0,3,1,0,136281,16457,17738,0,0,0,SOLO,272
0,2,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,13445,15,421,RekSai,0,0,8,2869,54660,2869,26938,0,5,5,1,3,True,7,0,False,False,False,True,False,False,4,12239,14025,0,JUNGLE,0,1,0,3748,1037,3047,3071,2021,1028,3364,26,2,5,JUNGLE,0,3,2,964,19176,1763,16415,1,143,1,0,1,0,0,3,2,0,143022,7991,22891,0,0,0,NONE,209
0,1,10,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,17636,17,166,Akshan,0,8,3,14186,18386,14186,12490,0,4,2,1,0,True,10,2,False,False,True,False,False,False,0,16034,15100,0,MIDDLE,0,1,0,3031,1053,6699,3047,3094,3095,3340,19,4,13,MIDDLE,708,4,2,631,16305,4216,10553,0,12,0,0,1,0,0,7,3,0,152962,23487,8157,1,0,0,SOLO,75
5,3,7,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,13729,15,136,AurelionSol,0,7,7,3046,4587,3046,9282,0,6,3,1,0,True,12,0,False,False,False,False,False,False,0,12179,11175,0,BOTTOM,1,1,0,3116,6653,3040,1029,3158,3916,3363,27,2,7,BOTTOM,0,3,2,582,109658,22490,10995,3,1,0,0,1,0,0,30,4,0,3509,88,14319,7,0,0,CARRY,93
3,7,14,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,12700,14,432,Bard,0,0,2,1717,1966,1717,15097,0,7,0,0,0,True,6,9,False,False,True,False,False,False,5,10458,8700,0,UTILITY,0,0,0,3871,3009,3100,3110,3086,2015,3364,19,2,5,BOTTOM,174,3,1,329,31206,14376,14329,0,1,0,0,1,0,0,39,5,0,7422,3519,12781,0,0,0,SUPPORT,52
0,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,16582,17,41,Gangplank,0,1,4,6566,9464,6566,17591,0,7,1,0,0,True,1,0,False,False,False,False,False,False,0,12517,11050,0,TOP,0,0,1,3158,2031,3508,6676,6675,0,3340,16,0,1,TOP,1134,0,1,512,14051,5838,3729,0,8,0,1,0,0,0,0,6,0,224161,11720,19226,0,0,0,SOLO,174
0,11,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,16039,16,76,Nidalee,0,0,0,656,21450,656,26418,0,6,0,0,1,True,4,10,False,False,False,False,False,False,18,14772,14750,0,JUNGLE,0,0,1,4645,3157,3100,3020,3089,0,3364,16,3,9,JUNGLE,0,4,1,511,226287,31821,15477,0,192,0,1,0,0,0,57,7,0,22326,1169,22194,3,0,0,NONE,285
0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,14067,15,238,Zed,0,0,3,526,760,526,16782,0,10,0,0,0,True,5,0,False,False,False,False,False,False,3,11111,10950,0,MIDDLE,0,0,1,6699,6694,6698,3158,1036,0,3364,25,2,7,MIDDLE,0,3,1,633,8526,893,4683,0,0,0,1,0,0,0,1,8,0,119461,16029,19557,0,0,0,SOLO,89
0,2,16,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,11054,13,350,Yuumi,0,13,4,828,954,828,6894,0,5,1,0,0,True,0,0,False,False,False,False,False,False,0,8546,8250,0,UTILITY,0,0,1,3870,3222,6616,3916,0,6617,3364,19,0,1,BOTTOM,16,0,1,1029,21169,8443,5964,0,0,0,1,0,0,0,5,9,0,6147,876,6545,0,0,0,SUPPORT,120
0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,11379,13,81,Ezreal,0,0,2,2995,3779,2995,11240,0,7,1,1,0,True,4,1,False,False,False,False,False,False,0,12011,11575,0,BOTTOM,0,0,1,6675,3508,3042,1055,3134,3158,3363,25,1,7,BOTTOM,569,5,2,1024,20484,9035,16845,0,4,0,1,0,0,0,0,10,0,118691,14628,6132,0,0,0,CARRY,202
0,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,17510,17,86,Garen,0,4,1,4093,16382,4093,55798,0,11,0,1,0,True,0,4,False,True,False,True,False,False,0,16376,15133,0,TOP,0,0,1,1057,6631,3006,3078,3181,3053,3363,23,3,10,JUNGLE,0,3,2,458,0,0,25497,0,4,0,1,0,0,0,19,1,0,192811,28464,19480,0,0,0,NONE,113
0,17,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,16108,16,76,Nidalee,0,1,1,0,39274,0,21249,0,5,1,0,3,True,7,18,False,False,False,False,False,False,24,12957,11755,0,JUNGLE,0,0,1,4645,3102,3020,3100,1082,1052,3364,20,2,6,JUNGLE,0,3,1,752,205273,19111,15211,0,184,0,1,0,0,0,82,2,0,23495,1462,21570,3,0,0,NONE,298
0,2,5,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,15829,16,45,Veigar,0,8,5,1912,13714,1912,17038,0,4,2,0,0,True,2,0,False,False,False,False,False,False,0,11202,10425,0,MIDDLE,0,0,1,2055,1056,3020,3102,3040,2504,3340,15,0,0,MIDDLE,0,0,0,1036,147812,7117,10577,0,8,0,1,0,0,0,4,3,0,11477,472,5502,0,0,0,SOLO,179
0,1,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,16104,16,21,MissFortune,0,2,1,2666,4581,2666,6254,0,4,0,0,0,True,1,0,False,False,False,False,False,False,7,12706,12700,0,BOTTOM,0,0,1,3142,3009,6676,3814,3036,0,3340,20,0,2,BOTTOM,783,0,1,746,3262,762,10032,0,4,0,1,0,0,0,3,4,0,149870,12467,6683,0,0,0,CARRY,108
0,3,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,9804,12,143,Zyra,0,4,6,255,8599,255,6526,0,7,3,0,0,True,2,12,False,False,False,False,False,False,2,8753,8610,0,UTILITY,0,0,1,3020,3871,2055,6653,3102,1028,3364,21,0,2,BOTTOM,0,0,1,819,41661,17984,9617,0,0,0,1,0,0,0,2,5,0,4735,1282,6259,0,0,0,SUPPORT,82
1,14,5,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,20308,18,54,Malphite,0,9,3,5411,7571,5411,82697,0,7,1,0,0,True,1,1,False,False,False,False,False,False,5,15293,13825,0,TOP,1,1,0,3068,6662,6665,3111,4645,1029,3340,24,2,9,TOP,0,3,1,684,106506,12889,16040,2,3,0,0,1,0,0,15,6,0,95844,11499,21617,0,0,0,SOLO,73
0,6,7,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,18493,18,131,Diana,0,24,4,0,48580,0,35302,0,3,4,0,2,True,1,0,False,False,False,False,False,False,0,14175,13400,0,JUNGLE,0,0,0,3089,3157,3020,3100,1058,1082,3364,21,2,5,JUNGLE,0,3,1,1230,286455,12722,6668,0,227,0,0,0,0,0,41,7,0,36659,2093,16465,0,0,0,NONE,128
3,12,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,19520,18,38,Kassadin,0,0,2,5146,6957,5146,14764,0,2,0,1,0,True,4,0,False,False,False,False,False,False,5,15803,14750,0,MIDDLE,0,0,0,3040,3135,3118,3020,3089,1058,3364,19,2,8,MIDDLE,0,5,2,1176,161257,24107,9388,0,0,0,0,0,0,0,34,8,0,18732,1584,10875,0,0,0,SOLO,80
1,5,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,14827,16,67,Vayne,0,24,3,10005,20821,10005,6292,0,5,2,1,0,True,17,1,False,False,False,False,False,False,0,13248,10800,0,BOTTOM,0,1,0,3006,3142,3508,3095,1036,1055,3363,29,1,5,BOTTOM,602,3,2,629,6225,1010,11131,0,3,1,0,1,0,0,20,9,0,126389,12476,8189,0,0,0,CARRY,193
0,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,12365,14,910,Hwei,0,5,6,4214,6529,4214,8332,0,3,3,0,0,True,2,3,False,False,False,False,False,False,0,11302,10750,0,UTILITY,0,1,0,3871,2055,3020,4628,4645,4646,3364,22,2,4,BOTTOM,0,2,1,1000,74593,16631,5355,0,0,0,0,1,0,0,0,10,0,7058,659,8863,0,0,0,SUPPORT,101
